polygon_origin,polygon_destination,polygon_origin_name,polygon_destination_name,total,mañana_total,tarde_total,noche_total,madrugada_total,2024-11-01,2024-11-02,2024-11-03,2024-11-04,2024-11-05,2024-11-06,2024-11-07,2024-11-08,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08
0900300010006,0900300010012,ATLÁNTIDA,SAN LUCAS,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010006,0900300010032,ATLÁNTIDA,CIUDAD JARDÍN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0900300010006,0900300010104,ATLÁNTIDA,EL ROSEDAL,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010007,0900300010029,AVANTE,EL CENTINELA,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0900300010007,0900300010097,AVANTE,DE LOS REYES,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010007,0900300010098,AVANTE,SAN PABLO TEPETLAPA,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0900300010008,0900300010012,LA CONCEPCIÓN,SAN LUCAS,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0900300010008,0900300010014,LA CONCEPCIÓN,SANTA CATARINA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010008,0900300010099,LA CONCEPCIÓN,DE SANTA ÚRSULA COAPA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010008,0900300010104,LA CONCEPCIÓN,EL ROSEDAL,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0900300010008,0900300010114,LA CONCEPCIÓN,VILLA COYOACÁN,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010008,0901500010007,LA CONCEPCIÓN,CENTRO,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0900300010008,0901500010026,LA CONCEPCIÓN,ROMA SUR,3,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0900300010012,0900300010008,SAN LUCAS,LA CONCEPCIÓN,3,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0900300010012,0900300010054,SAN LUCAS,DEL CARMEN,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0900300010012,0900300010087,SAN LUCAS,PARQUE SAN ANDRÉS,3,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010012,0901300010013,SAN LUCAS,SAN CRISTÓBAL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0900300010012,0901300010019,SAN LUCAS,SAN PEDRO,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010012,0901500010007,SAN LUCAS,CENTRO,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0900300010014,0900300010008,SANTA CATARINA,LA CONCEPCIÓN,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010014,0900300010054,SANTA CATARINA,DEL CARMEN,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0900300010014,0900300010114,SANTA CATARINA,VILLA COYOACÁN,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0900300010014,0901500010025,SANTA CATARINA,ROMA NORTE,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0900300010023,0900300010087,LA CANDELARIA,PARQUE SAN ANDRÉS,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0900300010023,0900300010097,LA CANDELARIA,DE LOS REYES,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0900300010023,0900300010104,LA CANDELARIA,EL ROSEDAL,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0900300010023,0901500010010,LA CANDELARIA,CUAUHTÉMOC,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010023,0901500010018,LA CANDELARIA,JUÁREZ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010029,0900300010099,EL CENTINELA,DE SANTA ÚRSULA COAPA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010032,0900300010006,CIUDAD JARDÍN,ATLÁNTIDA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0900300010032,0900300010008,CIUDAD JARDÍN,LA CONCEPCIÓN,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010032,0900300010023,CIUDAD JARDÍN,LA CANDELARIA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0900300010032,0900300010087,CIUDAD JARDÍN,PARQUE SAN ANDRÉS,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0900300010032,0901500010007,CIUDAD JARDÍN,CENTRO,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010054,0900300010012,DEL CARMEN,SAN LUCAS,3,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0900300010054,0900300010014,DEL CARMEN,SANTA CATARINA,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0900300010054,0900300010097,DEL CARMEN,DE LOS REYES,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010054,0900300010114,DEL CARMEN,VILLA COYOACÁN,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0900300010054,0901500010007,DEL CARMEN,CENTRO,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010054,0901500010013,DEL CARMEN,EX HIPÓDROMO DE PERALVILLO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0900300010054,0901500010016,DEL CARMEN,HIPÓDROMO,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010054,0901500010025,DEL CARMEN,ROMA NORTE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010054,0901600010085,DEL CARMEN,BOSQUE DE CHAPULTEPEC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0900300010059,0900300010054,ESPARTACO,DEL CARMEN,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0900300010059,0900300010056,ESPARTACO,EMILIANO ZAPATA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010059,0900300010095,ESPARTACO,PRADOS DE COYOACÁN,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0900300010059,0900300010098,ESPARTACO,SAN PABLO TEPETLAPA,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0900300010062,0900300010059,EX-HACIENDA COAPA,ESPARTACO,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0900300010062,0900300010099,EX-HACIENDA COAPA,DE SANTA ÚRSULA COAPA,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010062,0900300010113,EX-HACIENDA COAPA,VIEJO EJIDO DE SANTA ÚRSULA COAPA,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0900300010062,0900500010093,EX-HACIENDA COAPA,INDUSTRIAL,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010062,GEN_0fdc5f82cfb5,EX-HACIENDA COAPA,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010087,0900300010008,PARQUE SAN ANDRÉS,LA CONCEPCIÓN,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010087,0900300010012,PARQUE SAN ANDRÉS,SAN LUCAS,3,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0900300010087,0900300010023,PARQUE SAN ANDRÉS,LA CANDELARIA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010087,0900300010054,PARQUE SAN ANDRÉS,DEL CARMEN,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0900300010087,0900300010097,PARQUE SAN ANDRÉS,DE LOS REYES,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0900300010087,0900300010104,PARQUE SAN ANDRÉS,EL ROSEDAL,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0900300010087,0900400010060,PARQUE SAN ANDRÉS,SANTA FE CUAJIMALPA,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0900300010087,0900500010060,PARQUE SAN ANDRÉS,ESTRELLA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0900300010087,0901500010007,PARQUE SAN ANDRÉS,CENTRO,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010087,0901600010010,PARQUE SAN ANDRÉS,ANZURES,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0900300010087,0901600010060,PARQUE SAN ANDRÉS,POLANCO V SECCIÓN,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0900300010087,GEN_0fdc5f82cfb5,PARQUE SAN ANDRÉS,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0900300010097,0900300010008,DE LOS REYES,LA CONCEPCIÓN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010097,0900300010014,DE LOS REYES,SANTA CATARINA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010097,0900300010023,DE LOS REYES,LA CANDELARIA,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0900300010097,0900300010054,DE LOS REYES,DEL CARMEN,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0900300010097,0900300010104,DE LOS REYES,EL ROSEDAL,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010097,0901300010019,DE LOS REYES,SAN PEDRO,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010097,0901500010009,DE LOS REYES,CONDESA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0900300010098,0900300010059,SAN PABLO TEPETLAPA,ESPARTACO,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010098,0900300010118,SAN PABLO TEPETLAPA,XOTEPINGO,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010098,0901500010007,SAN PABLO TEPETLAPA,CENTRO,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0900300010099,0900300010032,DE SANTA ÚRSULA COAPA,CIUDAD JARDÍN,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010099,0900300010098,DE SANTA ÚRSULA COAPA,SAN PABLO TEPETLAPA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0900300010099,0901200010184,DE SANTA ÚRSULA COAPA,TLALPAN,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010099,0901300010019,DE SANTA ÚRSULA COAPA,SAN PEDRO,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0900300010099,0901500010007,DE SANTA ÚRSULA COAPA,CENTRO,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010099,GEN_0fdc5f82cfb5,DE SANTA ÚRSULA COAPA,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0900300010101,0900300010098,EL RELOJ,SAN PABLO TEPETLAPA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0900300010101,0900300010099,EL RELOJ,DE SANTA ÚRSULA COAPA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0900300010101,0900500010186,EL RELOJ,7 DE NOVIEMBRE,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0900300010104,0900300010012,EL ROSEDAL,SAN LUCAS,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0900300010104,0900300010023,EL ROSEDAL,LA CANDELARIA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0900300010104,0900300010087,EL ROSEDAL,PARQUE SAN ANDRÉS,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010104,0900300010097,EL ROSEDAL,DE LOS REYES,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0900300010104,0900300010098,EL ROSEDAL,SAN PABLO TEPETLAPA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0900300010104,0901200010184,EL ROSEDAL,TLALPAN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0900300010104,0901500010007,EL ROSEDAL,CENTRO,4,4,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0900300010104,0901500010026,EL ROSEDAL,ROMA SUR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0900300010113,0900300010099,VIEJO EJIDO DE SANTA ÚRSULA COAPA,DE SANTA ÚRSULA COAPA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010113,0900500010206,VIEJO EJIDO DE SANTA ÚRSULA COAPA,VALLEJO,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010114,0900300010008,VILLA COYOACÁN,LA CONCEPCIÓN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0900300010114,0900300010014,VILLA COYOACÁN,SANTA CATARINA,3,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0900300010114,0900300010054,VILLA COYOACÁN,DEL CARMEN,4,3,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010114,0900300010087,VILLA COYOACÁN,PARQUE SAN ANDRÉS,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0900300010114,0900300010097,VILLA COYOACÁN,DE LOS REYES,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010114,0901500010018,VILLA COYOACÁN,JUÁREZ,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0900300010114,0901600010010,VILLA COYOACÁN,ANZURES,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010118,0900300010032,XOTEPINGO,CIUDAD JARDÍN,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900300010118,0900300010062,XOTEPINGO,EX-HACIENDA COAPA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010126,0900300010023,NUEVA DÍAZ ORDAZ,LA CANDELARIA,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0900300010126,0900300010098,NUEVA DÍAZ ORDAZ,SAN PABLO TEPETLAPA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900400010060,0901000010219,SANTA FE CUAJIMALPA,SAN ÁNGEL,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900400010060,0901000010294,SANTA FE CUAJIMALPA,SANTA FE,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0900400010060,0901500010007,SANTA FE CUAJIMALPA,CENTRO,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0900400010060,0901500010018,SANTA FE CUAJIMALPA,JUÁREZ,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900400010060,0901600010059,SANTA FE CUAJIMALPA,POLANCO IV SECCIÓN,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900400010060,0901600010085,SANTA FE CUAJIMALPA,BOSQUE DE CHAPULTEPEC,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0900500010007,0900300010054,ARAGÓN LA VILLA,DEL CARMEN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0900500010007,0900500010060,ARAGÓN LA VILLA,ESTRELLA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0900500010007,0900500010087,ARAGÓN LA VILLA,VILLA GUSTAVO A. MADERO,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0900500010007,0901500010007,ARAGÓN LA VILLA,CENTRO,3,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0900500010007,0901500010018,ARAGÓN LA VILLA,JUÁREZ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0900500010007,0901600010085,ARAGÓN LA VILLA,BOSQUE DE CHAPULTEPEC,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0900500010060,0900500010084,ESTRELLA,GUADALUPE TEPEYAC,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0900500010060,0900500010193,ESTRELLA,TEPEYAC INSURGENTES,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0900500010060,0901500010007,ESTRELLA,CENTRO,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0900500010084,0900500010060,GUADALUPE TEPEYAC,ESTRELLA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0900500010084,0900500010193,GUADALUPE TEPEYAC,TEPEYAC INSURGENTES,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0900500010084,0901500010018,GUADALUPE TEPEYAC,JUÁREZ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0900500010084,0901500010023,GUADALUPE TEPEYAC,PERALVILLO,4,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
0900500010087,0900500010193,VILLA GUSTAVO A. MADERO,TEPEYAC INSURGENTES,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0900500010093,0900500010084,INDUSTRIAL,GUADALUPE TEPEYAC,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0900500010093,0900500010193,INDUSTRIAL,TEPEYAC INSURGENTES,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0900500010093,0901500010007,INDUSTRIAL,CENTRO,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0900500010186,0901500010010,7 DE NOVIEMBRE,CUAUHTÉMOC,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0900500010193,0900500010007,TEPEYAC INSURGENTES,ARAGÓN LA VILLA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0900500010193,0900500010060,TEPEYAC INSURGENTES,ESTRELLA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0900500010193,0900500010084,TEPEYAC INSURGENTES,GUADALUPE TEPEYAC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0900500010193,0900500010087,TEPEYAC INSURGENTES,VILLA GUSTAVO A. MADERO,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0900500010193,0901500010007,TEPEYAC INSURGENTES,CENTRO,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0900500010193,0901500010025,TEPEYAC INSURGENTES,ROMA NORTE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0900500010193,0901600010058,TEPEYAC INSURGENTES,POLANCO III SECCIÓN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0900500010206,0900500010093,VALLEJO,INDUSTRIAL,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0900500010206,0901500010007,VALLEJO,CENTRO,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0900500010206,0901500010023,VALLEJO,PERALVILLO,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0900500010206,GEN_8df52115a76b,VALLEJO,AICM Terminal I,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0901000010219,0900300010054,SAN ÁNGEL,DEL CARMEN,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0901000010219,0900300010114,SAN ÁNGEL,VILLA COYOACÁN,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0901000010219,0901600010059,SAN ÁNGEL,POLANCO IV SECCIÓN,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0901000010294,0900400010060,SANTA FE,SANTA FE CUAJIMALPA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0901000010294,0901600010058,SANTA FE,POLANCO III SECCIÓN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0901000010319,0900400010060,SANTA FE CENTRO CIUDAD,SANTA FE CUAJIMALPA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0901100110003,0901500010007,SAN BARTOLOMÉ,CENTRO,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0901200010163,0901500010007,SAN LORENZO HUIPULCO,CENTRO,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0901200010184,0900400010060,TLALPAN,SANTA FE CUAJIMALPA,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0901200010185,0900300010062,TLALPAN CENTRO,EX-HACIENDA COAPA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0901200010185,0900400010060,TLALPAN CENTRO,SANTA FE CUAJIMALPA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0901300010013,0901300010023,SAN CRISTÓBAL,XALTOCAN,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0901300010013,0901500010018,SAN CRISTÓBAL,JUÁREZ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0901300010013,0901600010085,SAN CRISTÓBAL,BOSQUE DE CHAPULTEPEC,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0901300010016,0901500010007,SAN JUAN,CENTRO,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0901300010018,0901300010019,SAN MARCOS,SAN PEDRO,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0901300010019,0900300010054,SAN PEDRO,DEL CARMEN,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0901300010019,0900300010099,SAN PEDRO,DE SANTA ÚRSULA COAPA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0901300010019,0901300010018,SAN PEDRO,SAN MARCOS,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0901300010019,GEN_8df52115a76b,SAN PEDRO,AICM Terminal I,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0901300010022,0901500010007,LA CONCEPCIÓN TLACOAPA,CENTRO,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0901300010023,0900300010029,XALTOCAN,EL CENTINELA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0901500010007,0900300010008,CENTRO,LA CONCEPCIÓN,3,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0901500010007,0900300010014,CENTRO,SANTA CATARINA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0901500010007,0900300010054,CENTRO,DEL CARMEN,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0901500010007,0900300010087,CENTRO,PARQUE SAN ANDRÉS,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0901500010007,0900300010099,CENTRO,DE SANTA ÚRSULA COAPA,3,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0901500010007,0900300010104,CENTRO,EL ROSEDAL,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0901500010007,0900300010114,CENTRO,VILLA COYOACÁN,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0901500010007,0900500010007,CENTRO,ARAGÓN LA VILLA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0901500010007,0900500010060,CENTRO,ESTRELLA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0901500010007,0900500010084,CENTRO,GUADALUPE TEPEYAC,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0901500010007,0900500010087,CENTRO,VILLA GUSTAVO A. MADERO,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0901500010007,0900500010193,CENTRO,TEPEYAC INSURGENTES,3,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0901500010007,0901000010219,CENTRO,SAN ÁNGEL,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0901500010007,0901300010013,CENTRO,SAN CRISTÓBAL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0901500010007,0901500010009,CENTRO,CONDESA,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0901500010007,0901500010010,CENTRO,CUAUHTÉMOC,5,4,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0
0901500010007,0901500010013,CENTRO,EX HIPÓDROMO DE PERALVILLO,5,4,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
0901500010007,0901500010015,CENTRO,GUERRERO,12,9,1,2,0,1,2,2,1,1,0,0,1,2,0,0,1,1,0,0,0
